OBJECTID,gcp_name,latitude,longitude,ellipsoidheight,state,district,tahsil,BRIEF_DESCRIPTION,old_description,UID,pid,gdc_username
1081,KUNDAHIT,23.973805,87.155265,98.70189,JHARKHAND,JAMTARA,KUNDAHIT,"GCP is situated on the North of Inspection Bunglow, Kundahit Village","Dot & circle engraved and painted with red colour on top of cement concrete pillar of size 30cm x 30cm, about 30cm above ground level North of Inspection Bungalow  (PWD) in Village Kundahit. It is about 10m North of IB and about 60m NE from BDO Office’",1512020002,A3659X5,Jharkhand & Bihar  Geo-spatial Directorate
1082,KURAJ,25.079069,74.095997,445.9453,RAJASTHAN,RAJSAMAND,RAILMAGRA,"GCP is situated at Govt. Senior Secondary School,Kuraj.","A circular Survey reference mark embedded and flushed with the upper surface level of cemented platform of size 1m x 1m x1.2m of which 1m x 1m x 0.2m portion is above ground level and situated in the premises of Govt. Senior Secondary school play ground,",924040001,A357P33,Rajasthan Geo-spatial Directorate
1083,KURAON,24.979043,82.094933,63.88099,UTTAR PRADESH,ALLAHABAD,KURAON,"GCP is situated at village tri-junction pillar, near Baidwari Kalan","The GCP station is situated on tri-junction pillar of village Baidwari Kalan, Ulda and Baidwari, Tehsil: - Kuraon, District: - Allahabad (UP). Circle and dot marked on tri- junction pillar of village Baidwari Kalan, Ulda, Baidwari. It is fixed in the pad",1065050001,A3664X3,Uttar Pradesh Geo-spatial Directorate
1084,KURDEG,22.548641,84.127239,359.04296,JHARKHAND,SIMDEGA,KURDEG,"GCP is situated on the North of Govt. School, Kalijer Village","Dot with Circle  marked & engraved on Sheet-rock near Village Kolijer. It is about 70m East from 1st  Culvert & about 80m SE from 2nd Culvert on road leading to Kolijer, about 60m SE from a mound and about 80m North from Govt. School. The GCP falls in Bl",1522030001,A3646G4,Jharkhand & Bihar  Geo-spatial Directorate
1085,KURINJIPAADI,11.541744,79.598224,-76.81283,TAMIL NADU,CUDDALORE,CUDDALORE,"GCP is situated in Kurinjipaadi Village,near Aayan Kurinjipaadi","Cemented concrete pillar of dimension 1mx1m constructed in village Kurinjipaadi (Near Aayan Kurinjipaadi) (Varadharajan pettai, Narampanthal Kalam) Kurinjipaadi Taluk, Cuddalore district. This place is along the SH-10 connecting Cuddalore and Salem. It i",2911010002,A25HXGH,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate"
1086,KURNOOL,15.833375,78.037276,199.5352,ANDHRA PRADESH,KURNOOL,KURNOOL,"GCP is situated in the campus of State Guest House Building, Kurnool.",A brass dot punched inside an angle iron firmly fixed in a concrete cemented pillar of dimensions about 0.30m x 0.30m x 0.40m erected on a concrete base of dimensions about 0.8m x 0.8m & about 5cm above ground level. The GPS pillar is situated in the NE,2011030001,A25QWR2,AndhraPradesh &Telangana Geo-spatial Directorate
1087,KURUGODU,15.344156,76.841599,348.52458,KARNATAKA,BELLARY,BELLARY,"GCP is situated in the premises of AEE/IB Board No. 1 Sub-Division LLC Colony, Kurugodu","The GCP is mounted on a pillar of dimension1m x 1m which is situated inside the premises of AEE/IB board No-1 sub division LLC colony at Kurugodu, Tehsil & District-Bellary, Karnataka state. The GCP is situated in SE corner of the park. The pillar is abo",2214020001,A25QR8R,Karnataka Geo-spatial Directorate
1088,KURUKSHETRA,29.966366,76.868308,206.0915,HARYANA,KURUKSHETRA,THANESAR,GCP is situated on a in the premises of Mini Secretariat on SW corner,A circular brass mark punched on the top of an angle iron fixed vertically in the center and flush with the top level of concrete cemented pillar of  dimensions about 30cm x 30cm  and about 50 cm above ground level. GCP Pillar is situated at the SE corne,603020001,A35FRXV,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate"
1089,KURUKUNDA,16.178354,76.876774,392.76525,KARNATAKA,RAICHUR,MANVI,"GCP is situated in the premises of Govt. High School, Kurukunda","The GCP station is situated in the premises of Govt. High school at Kurukunda village, Tehsil-Kurukunda, District-Raichur, Karnataka state. It is about 90m SW of Yellamma temple and 32m West of Flag Post which is in front of Govt. School building. It is",2208020001,A25RR5V,Karnataka Geo-spatial Directorate
1090,KUSAMI,23.284091,83.914499,802.10414,CHATTISGARH,SURGUJA,KUSAMI,"GCP is situated in the campus of  Govt. Girls Higher Secondry School, Kusami","Survey Reference Mark fixed with cement concrete pillar of dimension 1mx1mx0.20m. The station is situated in Govt. Girls Higher Secondary School compound at village Kusami, Block- Kusami, District- Sarguja, Chhatisgarh. It is about 3m East of main entran",1402050001,A36557W,Odisha & Chhattishgarh Geo-spatial Directorate
1091,KUSHMANDI,25.53052,88.363527,-23.28075,WEST BENGAL,WEST DINAJPUR,KUSHMANDI,"GCP is situated in the premises of BDO Office, Kushmandi","The GCP Pillar is constructed 30cm x 30 cm in the centre of 1mx1m concrete cemented pillar, 20 cm above the ground level. The pillar is established in the campus of B.D.O office Tehsil- Kushmandi, District- Dinajpur, West Bengal. The station is situated",1606010001,A367CG9,West Bengal & Sikkim Geo-spatial Directorate
1092,KUSUMANCHI,17.220623,79.956851,80.65733,TELANGANA,KHAMMAM,KUSUMANCHI,"GCP is situated in the campus of Tahsildar Office, Kusumanchi.","Circle and dot is engraved on the cemented pillar with dimension 65cm x 66cm and 14cm above the ground level. The Pillar is situated in the campus of  Kusumanchi Tahsildar (M.R.O)office, Kusumanchi Mandal, Khammam district of Andra Pradesh. The pillar is",1806110001,A25VX6X,AndhraPradesh &Telangana Geo-spatial Directorate
1093,KUTTIYADI,11.655024,75.749653,-69.41056,KERALA,KOZHIKODE,WATAKARA,GCP is situated on the terrace of  Kuttiyadi Community Health Centre,"The GCP engraved and painted on the top of the building of Kuttiyadi Community Health Centre (Govt Hospital), Kuttiyadi of taluka- Vatakara, Distt. Kozhikode. The Point is on the top of the West stair case room and middle of terrace portion. It is about",2304020001,A25HQMP,Kerla & Lakshdweep Wing
1094,KVANIDI,9.960033,76.720427,8.30646,KERALA,IDUKKI,THODUPUZHA,"GCP is situated on hill rock near platation Kavale,Kumarmangalam","Circle and dot marked on a hill rock near Plantation Kavale, Kumaramangalam in Thodupuzha taluk, district - Idukki. The huge rock is known as Nedumpara. The GCP is about 25m East of a two small temporary huts on the rock, one water tank is on the West si",2310030001,A25FRXP,Kerla & Lakshdweep Wing
1095,KYELANG,32.56172,77.071526,3187.13239,HIMACAL PRADESH,LAHUL & SPITI,KYELANG,"GCP is situated on the West of Army Communication Post, Stingiri Village","A circle and dot punched on the top of iron plate of dimension 10cm x 10cm which is fixed on the top of cemented pillar of dimension 30cmx30cmx30cm. It is situated in village Stingiri, Tehsil-Kyelang, District-Lahul & Spiti, State-Himachal Pradesh.It is",302010003,A35JVH3,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate"
1096,LABHA,27.087521,88.658842,2068.53197,WEST BENGAL,DARJILING,KALIMPANG,"GCP is situated  in the campus of Dak Bunglow (Forest), Labha","The GCP Phase II Pillar is constructed 30cmx30 cm in the centre of 1m x1m concrete cemented pillar, 20 cm above the ground level. The pillar is established in the campus of Forest Bungalow Labha, Tehsil- Kalimpang, District- Darjiling. It is South West s",1601010001,A369C3M,West Bengal & Sikkim Geo-spatial Directorate
1097,LABHPUR,23.809256,87.797165,-15.34691,WEST BENGAL,BIRBHUM,BOLPUR,"GCP is situated in the campus of BDO Office, Labhpur","The GCP Phase II Pillar is constructed  30cm x 30 cm square, in the centre of 1m x1m concrete cemented pillar, 20 cm above the ground level. The pillar is established in the campus B.D.O office compound, Tehsil- Labhpur, District- Birbhum. The pillar is",1610030001,A3659RQ,West Bengal & Sikkim Geo-spatial Directorate
1098,LADNUN (BHIYANI),27.657081,74.422563,269.65767,RAJASTHAN,NAGAUR,LADNUN,"GCP is situated at Govt. Primary School, Bhiyani.","Survey Reference Mark   is embedded and flush with the upper surface level of cemented platform of size 1m x 1m x0.2m  situated in the premises of Govt. Primary School, Bhiyani, tehsil- Ladnun,Distt.- Nagaur. GCP pillar is about 3m NW from main gate of s",910010001,A359PMC,Rajasthan Geo-spatial Directorate
1099,LAGAM,19.542041,79.904278,84.30028,MAHARASHTRA,GADCHIROLI,MULCHERA,GCP is situated opp. Km. Stone No. 235/2 on Chandrapur-Sironcha Road,The observation is taken on the center of iron plate  which is firmly fixed in the center cemented concrete pillar of size 65cm x 65cm and about 20cm above the Ground Level. It is in the NW corner of ADIVASI SAHAKARI SAMSTHA LTD – Lagam Office. It is a,1717020001,A25XXGW,Maharashtra and Goa Geo-spatial Directorate
1100,LAHA,9.361731,76.909966,311.09577,KERALA,PATHANAMTHITTA,RANNI,"GCP is situated in the helipad ground,  Harison Malayalam Co. Ltd., Laha","Circle and dot engraved on the brass plate inside a concrete platform which is situated in the helipad ground of Harrison Malayalam Company Ltd., Laha, taluka- Ranni, Distt.-Pathanamthita. It is also called Laha Estate. The station is about 1km from Mana",2313010001,A25FR9W,Kerla & Lakshdweep Wing
1101,LAHORIGHAT,26.421022,92.324394,7.19221,ASSAM,MORIGAON,LAHORIGHAT,"GCP is situated inside in the campus of Circle Office, Lahorighat","Force centering device (FCD) with ‘+’ mark fixed centrally on the top of cement concrete platform of dimension 1m x 1m and 20m high above the ground level. It is located inside Circle Officer office campus, exactly on the North of its campus at Lahor",3315010001,A368JC8,Assam & Nagaland and TMMz Geo-Spatial Directorate
1102,LAHORIJAN,25.928899,93.732877,92.02412,ASSAM,KARBI ANGLONG,DIPHU,"GCP is situated in the premises of Inspection Bunglow (PWD), Lahorijan","The Survey reference mark is fixed in the centre of a cemented concrete pillar of size about 1 m x 1 m and about 50 cm above the ground level. The pillar is established inside the premises of PWD Inspection Banglow,  LAHORIJAN, Tehsil - Diphu and Distric",3313030001,A367MWP,Assam & Nagaland and TMMz Geo-Spatial Directorate
1103,LAKHANDUR,20.76197,79.881674,163.08589,MAHARASHTRA,BHANDARA,LAKHANDUR,GCP is situated in the Campus of Executive Engineer Office/Rest House (PWD),"The GCP pillar is constructed with Circular Brass Plate, fixed in a cement concrete pillar of dimension 1m x 1m x 1.25m and 25 cm above ground level. It is situated in the campus of PWD Govt. Rest House/ Executive Engineer Office, Lakhandur, about 2 km N",1709040001,A352XQV,Maharashtra and Goa Geo-spatial Directorate
1104,LAKHANPUR,21.756326,83.775368,146.39604,ODISHA,JHARSUGUDA,LAKHANPUR,"GCP is situated in the campus of Govt.High School & U.P. School, Lakhanpur","mark on brass plate fixed in the centre of cemented pillar of size 1mx1mx0.15m in the campus of Govt.High School and Upper Primary school at Lakhanpur tehsil- Lakhanpur, District Jharsuguda of Odisha. It is about 20m West of Upper primary school and abou",1904020001,A3635QQ,Odisha & Chhattishgarh Geo-spatial Directorate
1105,LAKHIMPUR,27.935538,80.7755,82.2874,UTTAR PRADESH,LAKHIMPUR,LAKHIMPUR,"GCP is situated in the campus of PWD Godown, Lakhimpur","A small circular brass dot punched in an iron angle, fixed vertically in the center of a concrete cemented pillar at dimensions about 30 cm x 30 cm and about 50 cm above ground level. The GCP pillar is situated in the campus of Gowdown of P.W.D. in Lakhi",1017010001,A3692WQ,Uttar Pradesh Geo-spatial Directorate
1106,LAKHISARAI (HASANPUR),25.148924,86.105462,-14.06489,BIHAR,LAKHISARAI,LAKHISARAI,GCP is situated at on Sheet Rock near road leading to Munger from Hasanpur,"A dot and circle engraved and painted in red on Sheet Rock West of road leading from Hasanpur Village ( Lakhisarai ) to Munger. It is situated on the Sheet Rock, about 20 m West from West Bank of  Kiul River, about 15 m East from Pipal Tree ( Hanuman Wor",1126010001,A367844,Jharkhand & Bihar  Geo-spatial Directorate
1107,LAKHNI,24.30778,71.822016,31.0987,GUJARAT,BANASKANTHA,DISA,"GCP is situated in the premises of Shri Lakhni Pay Centre School, Lakhni","Survey Reference Mark (SRM) is fixed with cement concrete pillar of dimension 1m x 1m x 1.2m and about 20cm above ground level situated in the compound of Shri Lakhni Pay Centre School at Lakhni.taluk-Disa, District-Banaskantha, Gujarat. It is about 1.5m",1203040001,A356H8R,Gujarat Daman & Diu Geo-spatial Directorate
1108,LAKKIREDDIPALLE,14.184497,78.701778,273.79101,ANDHRA PRADESH,KADAPA,LAKKIREDDIPALLE,"GCP is situated in the campus of Mandal Office, Lakkireddipalle.","Mark engraved at the centre of cement & concrete pillar of dimension 56cm x 56cm. The pillar is 13cm above ground level. The pillar is situated in the campus of Mandal Office Lakkireddipalle, Mandal-Lakkireddipalle, District-Kadapa (A.P). It is 1.5m Sout",2013140001,A25PW5P,AndhraPradesh &Telangana Geo-spatial Directorate
1109,LALGANJ,25.859786,85.180034,-14.31512,BIHAR,VAISHALI,LALGANG,GCP is situated in the premises of Inspection Bunglow ( Irrigation Department ),"The pillar is situated on the NE corner of the I.B Jal Sanshadan Vibhag (Irrigation Department) Lalganj.  Block & Tehsil Lalganj, District Vaishali of Bihar State.",1116010001,A3677V5,Jharkhand & Bihar  Geo-spatial Directorate
1110,LALGARH,26.138656,80.910985,50.1543,UTTAR PRADESH,RAI BAREILLY,LALGANJ,"GCP is situated in the campus of Nehru Inter College, Vishnu Khera Village",The Survey reference mark is fixed in the centre of the 30cmx30cm RCC pillar. This pillar is 0.20cm above the ground level. This RCC pillar is fixed at the centre of 1mx1mt brick masonary platform. The GCP pillar is established in the campus of Shri Nehr,1047020001,A36824W,Uttar Pradesh Geo-spatial Directorate
1111,LALITPUR,24.693047,78.407458,305.49515,UTTAR PRADESH,LALITPUR,LALITPUR,"GCP is situated in the campus of District Magistrate Office, Lalitpur","A small circular brass dot punched in an iron angle, fixed vertically in the center of a concrete cemented pillar at dimensions about 30 cm x 30 cm and about 50 cm above ground level. The GCP pillar is situated in the campus of District Magistrate Office",1069020001,A356WMC,Uttar Pradesh Geo-spatial Directorate
1112,LALPUR,22.190733,69.960482,17.35822,GUJARAT,JAMNAGAR,LALPUR,"GCP is situated in the premises of Municipal High School, Lalpur","Survey Reference Mark (SRM) is fixed with cement concrete pillar of dimension 1m x 1m x 1.2m and about 45cm above ground level situated in the compound of Municipal High School, Lalpur taluka- Lalpur of Jamnagar district, Gujarat. It is about 6m EES of m",1209060001,A354F5X,Gujarat Daman & Diu Geo-spatial Directorate
1113,LALUK,27.116955,93.933677,35.35409,ASSAM,LAKHIMPUR,BIHPURIA,"GCP is situated in the campus of Govt. Higher Secondary School, Laluk","The Survey reference mark is fixed in the centre of a cemented concrete pillar of size about 1 m x 1 m and about 20 cm above the ground level. The GCP pillar is situated in the campus of Government Higher secondary school at LALUK, tehsil - Bihpuria, Sub",3304030001,A369M4W,Assam & Nagaland and TMMz Geo-Spatial Directorate
1114,LAMBERI,33.121175,74.358627,523.98652,JAMMU & KASHMIR,RAJOURI,NOWSHERA,"GCP is situated in the campus of Govt. Higher Secondary School, Lamberi","The Survey Reference Mark (SRM), fixed at the centre and flush with the top level of cement concrete pillar of dimension 1mx1m and about 18cm above ground level.It is situated on the East of Principal Office, in the campus of Govt. Higher Secondary Schoo",208010002,A35MP49,Jammu & Kashmir and Ladakh Geo-spatial Directorate
1115,LAMKAI,21.085636,74.570393,228.8763,MAHARASHTRA,DHULE,DHULE,GCP is situated in the Campus of Primary Health Centre,"The GCP pillar is constructed with Circular Brass Plate, fixed in a cement concrete pillar of dimension 1m x1mx1.25m and about 20 cm above ground level. It is situated in the campus of Primary Health Centre, Lamkai, on the South of PHC,  about 9.70m East",1702030001,A353P3H,Maharashtra and Goa Geo-spatial Directorate
1116,LAMTA,22.126959,80.132629,293.61535,MADHYA PRADESH,BALAGHAT,BALAGHAT,"GCP is situated in the premises of Forest  Wood Depot, Lamta","The Survey reference mark is fixed in the centre of a cemented concrete pillar of size about 1 m x 1 m and almost flush with the ground level. This pillar is situated in the campus of Forest Wood Depot, LAMTA, Tehsil & District – Balaghat (M.P). It is",1350020001,A364244,Madhya Pradesh Geo-spatial Directorate
1117,LANGKU,25.670225,92.799138,183.86473,ASSAM,DIMA-HASAO,UMARANGSO,"GCP is situated in the campus of Langku ME School, Langku",Painted yellow on top of an iron-plate (5cm x 5cm) welded horizontally on top of an angle iron firmly fixed at the centre of a concrete pillar of dimension 0.3m x 0.3m. the plate is about 0.3m above the pillar surface. The station is about 10m W of the N,3323010001,A367JMQ,Assam & Nagaland and TMMz Geo-Spatial Directorate
1118,LANKA,25.91832,92.952036,31.4627,ASSAM,NAGAON,LANKA,"GCP is situated in the premises of Inspection Bunglow  (PWD), Lanka","Survey Reference Mark with ‘+’ mark centrally fixed on the top of cement concrete platform of dimension 1m x 1m and 20cm high above the ground level. It is located inside the campus of Inspection Bungalow (IB, PWD Road) at Lanka tehsil-. Assam. The G",3314030001,A367JWX,Assam & Nagaland and TMMz Geo-Spatial Directorate
1119,LAUKAHI,26.471606,86.560865,7.18307,BIHAR,MADHUBANI,LAUKAHI,"GCP is situated in the campus of Police Station, Laukahi",Survey Reference Mark is fixed at the centre of cement concrete pillar of dimension 1mx1mx1.2m is situated in campus of Laukhahi Police Station (Thana). It is about 10cm above ground level. The Police Station is located on the un-metal road leading from,1105020001,A3688FH,Jharkhand & Bihar  Geo-spatial Directorate
1120,LAWALONG,24.079332,84.746173,431.90352,JHARKHAND,CHATARA,LAWALONG,"GCP is situated near Govt. High School, Lawalong","Dot with Circle marked & engraved on small Sheetrock near Govt. High School, Lawalong. It is about 80m NE of Govt High School, Village Lawalong, about 100m SE of  Hanuman Temple and about 30m North of Kunda-Lawalong metalled road. The GCP falls in Tehsil",1505020001,A36663P,Jharkhand & Bihar  Geo-spatial Directorate
1121,LAXETTIPETA,18.897839,79.196637,98.54705,TELANGANA,ADILABAD,LAXETTIPETA,"GCP is situated in the campus of AP Social Welfare Residential School, Laxettipeta.","Dot punched mark on iron plate in the center of 53cm x 57cm x 17cm cemented pillar in the campus of APSWRS(A.P Social Welfare Residential School) Lakshettipeta, Mandal – Lakshettipeta, Distt- Adilabad (A.P). The pillar is situated about 150m South from",1801190001,A25WXV5,AndhraPradesh &Telangana Geo-spatial Directorate
1122,LAXMANGARH,27.364522,76.830804,174.24209,RAJASTHAN,ALWAR,LAXMANGARH,"GCP is situated at Community Health Center, Laxmangarh village.","The Survey Reference Mark is embedded in the centre of concrete cemented pillar of dimension 1m x 1m x 1m and 20cm above the ground level. The pillar is established in the campus of Community health center, Laxmangarh village tehsil - Laxmangarh, Distric",912070001,A359R9R,Rajasthan Geo-spatial Directorate
1123,LAZU,26.897017,95.578699,1559.16934,ARUNACHAL PRADESH,TIRAP,KHONSA,"GCP is situated in the premises of Inspection Bunglow (PWD), Lazu",The S.R.M with ‘+’ sign on the top of cement concrete pillar is situated in the IB (Inspection Bunglow) PWD at Lazu village of Khonsa tehsil falls in Tirap district (Arunachal Pradesh). The pillar is about 5m NW of the IB building.The Lazu village is,3216010001,A368QVH,Meghalaya and Arunachal Pradesh Geo-spatial Directorate
1124,LEH,34.146402,77.552944,3295.31205,LADAKH,LEH,LEH,"GCP is situated  in campus of VIP Dak Bunglow (PWD), Leh","A brass dot punched on the top of an angle iron fixed vertically at the centre and flush with the top level of cement concrete pillar of dimension 30cm × 30cm and about 50cm above ground level. It is situated on the SW corner, in campus of VIP Dak Bungl",101010005,A35PV4H,Jammu & Kashmir and Ladakh Geo-spatial Directorate
1125,LELONGA,22.398626,83.570316,444.84814,CHATTISGARH,RAIGARH,LELONGA,"GCP is situated  in the campus of Govt. Higher Secondry School, Lelonga","Survey Reference Mark fixed in the centre on top of 1.75m x 1.75m x 0.15m cemented pillar in the campus of Govt. Hr. Sec. School at Lelonga, Tehsil- Lelonga, District- Raigarh Chattisgarh. The pillar is situated at the West about 1.5m from Ashok Sthambh",1409020001,A36459H,Odisha & Chhattishgarh Geo-spatial Directorate
1126,LEMRU,22.649382,82.833176,346.85951,CHATTISGARH,KORBA,KORBA,"GCP is situated in the premises of Govt. Primary School, Lemru","Survey Reference Mark fixed in the centre on top of 1mx 1m x0.20m cemented pillar in the premises of Govt. Primary school at Lemru village, tehsil- Korba, District- Korba Chhattisgarh. The pillar is situated about 20m South from second quarter from East",1408020001,A3644JR,Odisha & Chhattishgarh Geo-spatial Directorate
1127,LIKCHE,33.728206,77.9521,3541.88893,LADAKH,LEH,LEH,"GCP is situated in Cultivation land, Likche village","Circle & dot with SOI mark engraved and painted with red paint on a boulder in cultivation land, Likche Village.It is about 100 m North of Leh - Nyoma metalled road, about 50m NW from a hut and also  about 70 m East from hut in cultivation land. The stat",101010013,A35MVPX,Jammu & Kashmir and Ladakh Geo-spatial Directorate
1128,LIMBDI,22.571746,71.79782,-9.21096,GUJARAT,SURENDRA NAGAR,LIMBDI,"GCP is situated in the premises of Circuit House (PWD), Limbdi","Survey Reference Mark is fixed with cement concrete pillar of dimension 1mx1mx1.2 m is constructed SE corner of compound of Circuit house. in compound of PWD Circuit House in Limbdi, taluka and District Surendranagar, Gujarat. It is about 2.4 m West of E",1211070001,A354HHQ,Gujarat Daman & Diu Geo-spatial Directorate
1129,LITTLE NICOBAR,7.308724,93.713403,-41.01969,ANDAMAN & NICOBAR,NICOBAR,NANCOWRY,GCP is situated in Pilobha Settlement Area.,"The Little Nicobar GCP Pillar is constructed opposite to the Late Chairman House at Pilobha settlement area, which is about  0.3km from sea shore. A dot punched on the top of circular plate mounted over 1mx 1mx 1m concrete cemented pillar and about 10cm",3004020003,A269M8P,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate"
1130,LOHARA,20.789219,81.05384,275.59084,CHATTISGARH,DURG,DONDI LOHARA,"GCP is situated in the compound of Block Education Office, Dondi Lohara","Survey Reference Mark fixed with cement concrete pillar size 1m x 1m and 0.20m high above the ground level situated in the compound of Block Education Office, Dondi-Lohara, Taluka- Dondi Lohara and District- Balod, State-Chhattisgarh. The station is abou",1413020001,A3623Q3,Odisha & Chhattishgarh Geo-spatial Directorate
1131,LOHARDAGA,23.405546,84.686478,608.58789,JHARKHAND,LOHARDAGA,SENHA,"GCP is situated on the North of roads tri-junction, leading to Lohardaga, Mahuatoli & Serenghatu","Dot & Square marked, engraved and painted with red colour on the south end of Sheet rock in Village Tangaratoli village. It is about 40m East of Crasher machine, about 60m West of a hut, about 2.5 km SE of Lohardaga, about 1 km North of Mahuatoli. Also,",1516010001,A3656CM,Jharkhand & Bihar  Geo-spatial Directorate
1132,LOHARIYA,23.758463,74.224563,125.32577,RAJASTHAN,BANSWARA,GARHI,"GCP is situated in the premises of  Mahi Colony, Lohariya Village","A circular Survey reference mark  embedded flush with the surface level of cemented platform of size 1m x 1m x 1.2m situated in premises of Mahi Colony at Lohariya village, tehsil- Garhi, District- Banswara, 1m x 1m x 0.2m portion of platform consisting",935010001,A355PQ6,Rajasthan Geo-spatial Directorate
1133,LOHARU,28.446886,75.82409,217.09352,HARYANA,BHIWANI,LOHARU,GCP is situated on a Stone pillar ( BM no. N¹³ 243/3),"Circle and dot mark on Village boundary pillar No. N / 13 243/3   found intact. It is about 500m North from Bharat Gas Godown Which is near new Power house at Loharu. It falls in Tehsil-Loharu, District-Bhiwani of Haryana State. It is about 150m North of",611040001,A35CQCR,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate"
1134,LONAR,20.018671,76.527243,516.2189,MAHARASHTRA,BULDANA,LONAR,GCP is situated in the Campus of Zila Parishad Purva Madhyamic Shala,"A brass dot punched on the top of  an  angle  iron, fixed at the centre of a concrete cemented pillar of dimensions about 30 cm x 30 cm and about 50cm above ground level. The GCP pillar is situated in the campus of Zillah Parishad Marathi Purva Madhymik",1704100001,A352R2G,Maharashtra and Goa Geo-spatial Directorate
1135,LONGCHING,26.514918,94.936801,1302.68422,NAGALAND,MON,LONGCHING,"GCP is situated in the campus of Govt. Primary School, Longching","Survey Reference mark is fixed in a square cemented platform of dimension 1m x 1m and 20cm above ground level situated in the campus of Govt. Primary School at Longching falls in Tehsil-Longching and District- Mon, Nagaland. The GCP is about 3m SE from S",3401020001,A368PGW,Assam & Nagaland and TMMz Geo-Spatial Directorate
1136,LORAN,33.829602,74.32443,1804.95119,JAMMU & KASHMIR,POONCH,MANDI,"GCP is situated in the premises of Dak Bunglow (PWD), Loran","The Survey Reference Mark (SRM), fixed at the centre, vertically and flush with the top level of cement concrete pillar of dimension 30cm x 30cm x 120cm., centrally surrounded by another brick masonry platform of dimension 1m x 1m x 1m. Marked pillar is",206010001,A35MPR8,Jammu & Kashmir and Ladakh Geo-spatial Directorate
1137,LOUNDI (LAUDI),25.146868,80.00171,149.73975,MADHYA PRADESH,CHHATARPUR,LOUNDI,"GCP is situated on rock, Loundi Village","Circle and dot mark is engraved on a Rock at Laudi, tehsil- Laudi, District- Chhatarpur (M.P.). The station is on a small top. It is about 60m SW from the hut about 100m South from the Shiv temple about 300m North from B.S.N.L tower and about 10m NE from",1312010001,A367242,Madhya Pradesh Geo-spatial Directorate
1138,LOWADA,22.437272,87.62967,-47.26995,WEST BENGAL,WEST MEDINIPUR,DEBRA,"GCP is situated in the campus of Gram Panchayat Office, Lowada","The GCP Phase II Pillar is constructed 30cm x 30 cm in the centre of 1m x1m concrete cemented pillar, 20 cm above the ground level. The pillar is established at Lowda Gram Panchayat Office of Debra Block, Tehsil- Debra, District West Medinipur. It is abo",1617050001,A3649CJ,West Bengal & Sikkim Geo-spatial Directorate
1139,LUDHIANA,30.897676,75.800715,198.51705,PUNJAB,LUDHIANA,LUDHIANA,"GCP is situated in the campus of Punjab Agriculture University, Ludhiana",A dot mark punched on the centre of the top of an iron rod fixed in the centre of a cemented concrete pillar of dimensions about 30 cm x 30 cm and about 30 cm above ground level. The pillar is situated in the campus of Punjab Agriculture University (P.A.,410020001,A35GQVR,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate"
1140,LUMDING,25.771848,93.172038,73.96991,ASSAM,NAGAON,LANKA,"GCP is situated in the premises of Inspection Bunglow (PWD), Lumding","The Survey reference mark is engraved on an Iron plate of dimension 10 cm x 10 cm, which is fixed in the centre of a concrete cemented pillar of size about 15 cm x 45 cm and about 70 cm above the ground level. The GCP pillar is located inside the premise",3314030002,A367MQ5,Assam & Nagaland and TMMz Geo-Spatial Directorate
1141,LUNGLEI,22.928701,92.749128,1097.71458,MIZORAM,LUNGLEI,LUNGLEI,"GCP is situated on SW of Air Force Signal, Pukpui Village","A circular brass dot punched on the top of  an angle iron ,fixed vertically at the center and flush with the top level of concrete cemented pillar of dimensions about 30cm x 30cm and about 40 cm above from ground level. The GCP pillar is on a bump about",3706020001,A364JWP,Assam & Nagaland and TMMz Geo-Spatial Directorate
1142,LUNSAR,22.664345,71.100612,43.75516,GUJARAT,RAJKOT,WANKANER,"GCP is situated  in the premises of Primary Health Center, Lunsar","Survey reference mark (SRM) is fixed with cement concrete pillar of dimension 1m x1m x1.2m situated in the compound of Primary Health Center at Lunsar, taluka- Wankaner, district Rajkot of Gujarat State. It is about 2m East of West Compound wall about 4m",1210030001,A354HM4,Gujarat Daman & Diu Geo-spatial Directorate
1143,MACHAVARAM,16.564951,79.869125,17.55246,ANDHRA PRADESH,GUNTUR,MACHAVARAM,"GCP is situated in the campus of Primary Health Center, Machavaram.","The GCP pillar is constructed in the premises of Primary Health Centre Machavaram Mandal. It is about 27m South of operation Theatre, about 17m W of PHC compound wall and about 34m NW of Tahsil office. The station is 15km from Pidguralla. The station fal",2009030001,A25RXHV,AndhraPradesh &Telangana Geo-spatial Directorate
1144,MACHERLA,16.464562,79.44134,63.79349,ANDHRA PRADESH,GUNTUR,MACHERLA,"GCP is situated in the campus of Guest House(PWD) , Macherla.","The GCP pillar is constructed in the under premises of P.W.D (Guest house) P.W.D colony Macherla (mandal), Guntur Distt., Andra Pradesh. It is about 16m SE of PWD guest house about 43m west from East side of unmetalled road and about 50m NE from New Tone",2009040001,A25RXFC,AndhraPradesh &Telangana Geo-spatial Directorate
