OBJECTID,sbm_type,latitude,longitude,Z,state,district,tahsil,gdc_username,old_description
510,Type 'B',30.611,76.848,0,Haryana,SAS NAGAR,DERABASSI,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate","Type 'B' at Ghaggar Railway Station interred 0.70m below  ground level in the open ground out side the Railway  Station, 3.8m E from iron fencing of Platform. The  distance and bearing to the surrounding objects are :- NE  corner of Pump House No - 1 out"
511,Type 'B',30.48,76.795,0,Haryana,SAS NAGAR,DERABASSI,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate",Type 'B' at Lalru interred 0.75m below ground level in an  open patch and N Side of barren ground out side of  Railway Station Lalru. The distance and bearing to the  surrounding objects are :- NE corner of signal  Telecommunication building inside Railw
512,Type 'B',31.2375,76.126389,0,Punjab,HOSHIARPUR,GARHSHANKAR,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate",Type 'B' at Garshankar
513,Type 'B',32.039,75.398,0,Punjab,GURDASPUR,GURDASPUR,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate","Type 'B' at Gurdaspur, it is  with the main gate adjoining  wall of P.W.D. Rest House, Gurdaspur.The distance and bearing to the surrounding objects are : SW corner of W pillar of entrance gate ,6.6m and 270º; NE corner of cement store block, 14.30m and"
514,Type 'B',32.129,75.47,0,Punjab,GURDASPUR,GURDASPUR,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate","Type 'B' at Dinanagar.  It is about 30m NE from Main Entrance of Govt. Sr.  Secondary School ( Girls ), Dinanagar and about 2m W of Boundary Wall with main entrance gate of same school on Amritsar - Pathankot Road (NH-15)."
515,Type 'B',31.53,75.920278,0,Punjab,HOSHIARPUR,HOSHIARPUR,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate","Type 'B' benchmark embeded in the compound of PWD Rest House, Hosiyarpur, Dist. Hosiyarpur, Punjab.           It is about 0.60m below the ground level. The distance and bearing of the surrounding object are: 1. 43m & 13 deg of W corner of main building o"
516,Type 'B',30.644,74.273,0,Punjab,FAZILKA,JALALABAD,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate","Type 'B' at Jalalabad (Amirkhas Village)  Firozpur distict , Punjab.  Interred  0.65m below ground level, situated in the compound of office of Sub Divisioval Engineer, Irrigation Canal Department  (Amirkhas Village). The distance & bearing to surroundin"
517,Type 'M',31.324,74.956,0,Punjab,TARN TARAN,KHADOOR SAHIB,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate","Type 'M' at the N.E. compound  of disused canal Rest House at  Naushara Panuan Distt.  Taran Taran, Punjab. It is about 200m E from Harieke - Amritsar Road ( NH- 15) and about 1 Km S from South extrimity of Naushara Panuan market."
518,Type 'B',31.452,74.932,0,Punjab,TARN TARAN,KHADOOR SAHIB,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate","Type 'B'  at Taran Taran in E compound, back side of permises of Civil Rest House at Taran Taran (Now used as  Residence of Judicial Megistrate Tarn Taran (P.B)."
519,Type 'P',30.914444,75.839167,0,Punjab,LUDHIANA,LUDHIANA WEST,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate","Standard Bench Mark at Ludhiana situated in the SW Corner of Compound of the Church of England (English Church). The Distance and bearing to the Surrounding Objects are: SW Corner of Compound Wall is 10.0m and 217°, SW Corner of the Church is 42.4m and"
520,Type 'B',30.912778,75.812222,0,Punjab,LUDHIANA,LUDHIANA WEST,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate",Type 'B' Bench Mark at Ludhiana. A Brass Plate interred 0.6m below Ground Level in the North of Back Compound of Punjab Remote Sensing Centre (Newly Constructed Building) at Punjab Agriculture University Ludhiana.                           The Distance a
521,Type 'B',30.898611,75.82,0,Punjab,LUDHIANA,LUDHIANA WEST,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate",Type 'B' at Circuit House Ludhiana (Punjab) interred 0.50m below Ground Level in the SW Compound of Circuit House Ludhiana.                 The Distances and bearings to the Surrounding Objects are: SW Corner of the Main Building of Circuit House 46.70m
522,Type 'B',30.253528,75.626611,0,Punjab,BARNALA,TAPPA,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate","Type 'B' HARIGARH, Engraved 0.8m. Below of ground level in the compound of Canal Inspection Bunglow, Harigarh. The distance and bearings of the Surrounding objects are SW corner of kitchen is 68.3m. & 150° NW corner of IB is 39.9m and 178°, NW corner o"
523,Type 'B',30.96,74.981,0,Punjab,FIROZPUR,ZIRA,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate","Type 'B' at Zira District, Ferozpur, Punjab, interred 0.60m below ground level in NE compound of Canal Rest House, on Zira Faridkot Road, about  1.3 Km S of trijunction  of Taran-Taran Faridkot road with road loding to Firozpur. The distance and bearing"
524,Type 'B',31.142778,74.949167,0,Punjab,FIROZPUR,ZIRA,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate","Type 'B' (NEW) at Harike intered 0.6m belew Ground Level in the SE corner of Irrigatiion Department Harike Head Punjab. 
 The distance and bearing of surrounding object are :- 
 NE corner of BBMB RTDAs station Hut 2.7m & 90°, NW corner of Guruduwara Nanak"
525,Type 'B',30.998056,74.839722,0,Punjab,FIROZPUR,ZIRA,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate","Type 'B' at Sirhind Feeder Canal near Mela Wala Village Borawali Punjab enter 0.9m below ground Level in IN THE OPEN Land between Rajasthan Canal & Punjab Canal.
The distance & bearing of surrounding Object are:- 
Barghad Tree (Baldu) on N side 11.5m & 24"
526,Type 'B',31.381111,76.368333,0,Punjab,RUPNAGAR,ANANDPUR SAHIB,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate","Type 'B' at Nagal Dam Hydel (Dam) is entered 0.6m below ground level in the premises of Nagal Hydel Park near Gauge Room on E of Canal.the distance bearing of sourroung objects are :- 
SE corner of Nagal Park 134.m and 337° NW, E 1st pillar at Park fence"
527,Type 'B',31.379583,76.368,0,Punjab,RUPNAGAR,ANANDPUR SAHIB,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate","Type 'B' at Nangal Hydal Channel Regulation SDO Office BBMB Nangal Campus, about 2m NW of Reference Pillar below Teen Shed Car Parking, about 15m N of Toilet, about 80m SE of Main Gate of Regulation Office and Police Check Post, about 90m SE of Road lead"
528,Type 'B',10.102,76.359,0,Kerala,ERNAKULAM,ALUVA,Kerla & Lakshdweep Wing,"Type ""B"" at Aluva situated in a compound of PWD office interred in 0.60 m below ground level. The Distance and bearing to the surrounding objects are :- S pillar of gate of assitt. executive Engineer/Road sub division building 13.9 m & 242°; S pillar of"
529,Type 'B',17.915,77.518,0,Karnataka,BIDAR,BIDAR,Karnataka Geo-spatial Directorate,"Type 'B' at Bider, interred 0.10m below ground level in front of PWD traveller bungalow and 6.2m from the edge of varandah of the bungalow. The distance  and bearing of the surrounding objects are :- SW corner of the traveller bungalow, 8.4m & 311°, SSE"
530,Type 'B',16.839,75.531,0,Karnataka,VIJAYAPURA,VIJAYAPURA,Karnataka Geo-spatial Directorate,"Type 'B' at Tikota, I.B. of P.W.D, interred 0.6m below ground level, 1.70m south of boundary wall along Bijapur - Athani road. The distance and bearing of the surrounding objects are SW edge of west gate pillar, 5.70m & 88°, NE corner of I.B. 36.70m and"
531,Type 'P',16.828,75.724,0,Karnataka,VIJAYAPURA,VIJAYAPURA,Karnataka Geo-spatial Directorate,"Type 'P' at Bijapur, consist of a stone monolith, 0.61m square at base and 0.91m high, the upper 4 inches being dressed to the form of a frustum of a pyramid terminating in a square of 3 inch side. The stone rests on a bed of concrete 1.98m square and 0."
532,Type 'B',16.821,75.897,0,Karnataka,VIJAYAPURA,VIJAYAPURA,Karnataka Geo-spatial Directorate,"Type 'B' bench mark at Kumatagi I.B., (P.W.D.), interred 0.5m below ground level. The distance and bearing to the surrounding objects are :- SE corner of rain gauge fencing 3.0m & 60°, SW corner of same 4m & 315°, an handpump bore (now closed) is 8.9m"
533,Type 'B',32.16,76.291,0,Himachal Pradesh,KANGRA,DHARMSHALA,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate","Type 'B' at Chhetru, interred 0.5m below ground level SE of dipensary hut cum a private house of Shri. Puran Chand, S/o Shri. Nathu Ram of Chhetru in the compound of old T.B. Hospital. The distance & bearing to the sourrounding objects are:- SE corner of"
534,Type 'B',13.437,77.732,0,Karnataka,CHIKBALLAPUR,CHIKBALLAPUR,Karnataka Geo-spatial Directorate,"Type 'B' at  Chikballapur, situated in the SW corner in compound of traveller bungalow Chikballapur Tahsil Distt. Kolar,  interred 0.70m below ground level. The distances & bearings of the surrounding objects are: NE corner of bathroom of main bungalow,"
535,Type 'B',13.586,77.791,0,Karnataka,CHIKBALLAPUR,CHIKBALLAPUR,Karnataka Geo-spatial Directorate,"Type 'B' at Peresandra Primary School, about 30m NE of main gate of school, 2.90m E of reference pillar & 0.14m below ground level, about 5.40m NW of underground water tank, about 1.20m S of S wall of kitchen & about 13.6m NE of SE corner of building in"
536,Type 'B',9.243,76.673,0,Kerala,PATTANAMITTIA,KOZHENCHERY,Kerla & Lakshdweep Wing,"Type 'B' BM at PWD Rest House, Kulanda, consist of a stone 0.25m square fixed and flush with top level of a brick platform of 0.91m square and projecting 0.15m above ground level. The distance and bearing to the surrounding objects are: W pulley of well,"
537,Type 'P',11.168,75.808,0,Kerala,KOZIKOD,KOZHIKKOD,Kerla & Lakshdweep Wing,"Type ""P"" at Beypore Port.It is situated in the back or NW side of building of post office. The distance& bearing to the surrounding objectare as :- NW corner of post office building 46m&195. NE corner of the same is 58n & 158.Type 'B' bench marck at Beyp"
538,Type 'B',31.962972,75.945667,0,Himachal Pradesh,KANGRA,JASWAN,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate","Type 'B' at Pong Dam of dimenssion 1m x 1m x 0.40m below ground Level in the Park of Irrigration Department Pong Dam.
The distence & bearing to the surrouning obejctes are :- NW corner of Narsary Staff Room 18010m & 141°, SE corner of T2 building 100m & 2"
539,Type 'B',32.236,76.048,0,Himachal Pradesh,KANGRA,JAWALI,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate",Type 'B' At Kotla P.W.D. rest house on the hill side embedded in 0.90 m cube of masonary about 0.60 m below ground level in N side of rest house. The distances and bearings to the surrounding objects are: NE corner of the bathroom attached with main buil
540,Type 'B',25.579,85.899,0,Bihar,BEGUSARAI,TEGHRA,Jharkhand & Bihar  Geo-spatial Directorate,"Type'B' Ruined Zila Parisad Dak Bunglow Bachwara.Type 'B' at Dholi, interred 0.70m below ground level in SE compound of PWD (IB). The distance and bearing to the surrounding objects are:1. SE corner of main building IB 21.9m.       2. SE corner of attach"
541,Type 'B',31.807,76.943,0,Himachal Pradesh,MANDI,CHACHYOT,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate","Type 'B' at Drang, Mandi (H.P.) , interred 0.60 m below ground level in the SW court-yard of forest rest house, Drang. The distances and bearing to the surrounding objects are: SW corner of projection of Rest House Building 17.30 m and 131°, NW corner o"
542,Type 'B',31.923,76.883,0,Himachal Pradesh,MANDI,CHACHYOT,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate","Type 'B' at Urla, H.P. interred 0.70 m below ground level in the compound of Forest Rest House, Urla. The distances and bearing to the surrounding objects are: SW corner of R.H. building, 20.1 m and 66°, SE corner of the same, 13.7 m and 43°, SW corner"
543,Type 'B',8.999,76.773,0,Kerala,KOLLAM,KOTTARAKKARA,Kerla & Lakshdweep Wing,"Type 'B' at PWD Rest House at Kottarakkara  situated in the compound of new PWD Rest House, 0.60m below ground level,  NW corner of flagmast in the compound. The distance & bearing of surrounding objects are:- flagmast in RH building, 4.0m & 225º, N pil"
544,Type 'B',8.407,77.083,0,Kerala,THIRUVANANTHPURAM,NEYYATTINKARA,Kerla & Lakshdweep Wing,"Type 'B' bench mark at Neyyattinkara, embedded in 0.9 x 0.9 x 0.9 m masonary block, 0.20m below ground level in the south of compound of PWD house, 0.8m north of south compound wall, 15.9m south of centrally twin pillar of porch Rest House of main buildi"
545,Type 'B',17.012,76.754,0,Karnataka,KALABURAGI,JEVARGI,Karnataka Geo-spatial Directorate,"Type 'B' Bench Mark at Jevargi, situated in the compound of Polytechnic, I.T.I. & B. Ed. College, Jevargi, about 2 km west of Jevargi town. The distance & bearing to the surrounding objects are E gate pillar of college 3.90m, 273°, corner of boundary wa"
546,Type 'B',24.935556,86.228611,0,Bihar,JAMUI,JAMUI,Jharkhand & Bihar  Geo-spatial Directorate,Type 'B' at Jamui
547,Type 'B',26.099917,87.951556,0,Bihar,KISHANGANJ,KISHANGANJ,Jharkhand & Bihar  Geo-spatial Directorate,"Type 'B' Bench at Kishanganj, Bihar embedded 0.60m below Ground Level situated in the Office Compound of Senior Section Engineer (Works) Department of Railway, Kishanganj, Bihar. It is about 200m N from Kishanganj Railway Station."
548,Type 'B',25.000278,85.634167,0,Bihar,NAWADA,NAWADA,Jharkhand & Bihar  Geo-spatial Directorate,"Type 'B' at Warsaliganj, Nawada, Bihar. It is situated in SW Corner of P.W.D. Office at Warsaliganj. The Distances & bearing to the Surrounding Objects are:                        SW corner of Boundary Wall of P.W.D. 4.47m and 30?,"
549,Type 'B',24.742222,84.39475,0,Bihar,AURANGABAD,AURANGABAD,Jharkhand & Bihar  Geo-spatial Directorate,"Type 'B' situated in the Compound of Irrigation Depth Office in Aurangabad Bihar, Old GT Road, about 1.5m N from Ref. Pillar, about 0.60m below Ground Level, about 2m E from the West Compound Wall, about 5m NW of Main Entrance Gate of Irrigation Dept, ab"
550,Type 'B',27.05,84.229,0,Bihar,PASHCHIM CHAMPARAN,BAGAHA,Jharkhand & Bihar  Geo-spatial Directorate,"Type 'B ' at Choutrawa, Aluminium plate fixed in the top of 0.9x0.9x0.7m below ground level in the E compound of old Choutarwa Thana West Champaran. The distance and beraing to the surrounding objects are:        1. SW corner of Eastern block of Building"
551,Type 'M',27.124,84.061,0,Bihar,PASHCHIM CHAMPARAN,BAGAHA,Jharkhand & Bihar  Geo-spatial Directorate,"Type 'M' at  S.P. Residence ( old canal bungalow), situated in NW compound of  S.P. Residence Bagaha . This consists of a sand stone monolith one foot square at base and 2'- 9'' high the top 2.0 inch being dressed to the form of a frustum of a pramid ter"
552,Type 'B',27.23,84.006,0,Bihar,PASHCHIM CHAMPARAN,BAGAHA,Jharkhand & Bihar  Geo-spatial Directorate,"Type 'B' at Madanpur, interred 0.40m below ground level in SE from compound of Forest rest house Madanpur. The distance and bearing to the surrounding objects are:               1.  SW corner of rest house  building 45.2m & 293º.             2.  SE cor"
553,Type 'B',26.228056,84.353056,0,Bihar,SIWAN,SIWAN SADAR,Jharkhand & Bihar  Geo-spatial Directorate,Type 'B' at S.D.O Office Siwan. It is 0.60m Below from ground level at N side of compound.                                                             The distance and bearing to the surrounding objects are:-
554,Type 'B',25.699444,85.175,0,Bihar,SARAN,SONEPUR,Jharkhand & Bihar  Geo-spatial Directorate,"Type 'B' at Sonepur Embedded 0.6m below Ground situated in the Compound of District Board Inspection Bunglow, 30m SW of Main Entrance Gate of Servant Quarter & 20m S of N Wall.                   Lat: 25°41'58.3""; Long: 85°10'30.0"""
555,Type 'B',16.718,74.754,0,Karnataka,BELAGAVI,ATHNI,Karnataka Geo-spatial Directorate,"Type 'B' at Shedbal P.W.D. Inspection Bungalow, near Shedbal Railway Station, interred 0.6m below ground level near SE corner of compound of I.B. The distances and bearing to the surrounding objects are : SE corner of SE I.B. building 10.2m & 18°, SW co"
556,Type 'M',16.723,75.052,0,Karnataka,BELAGAVI,ATHNI,Karnataka Geo-spatial Directorate,"Type M at Athani, it is situated in the compound of at back or west side of P.W.D. Inspection Bungalow, Athani. The distance and bearing to the surrounding objects are SW corner of main building 24.5m 51°, NE corner of kitchen 16.8m & 86° , E pillar of"
557,Type 'B',16.773,75.339,0,Karnataka,BELAGAVI,ATHNI,Karnataka Geo-spatial Directorate,"Type 'B' bench mark near Telsang Savalgi Chowk. It is situated in the compound of P.W.D. Hut interred 0.60m below ground level. The distance and bearing of surrounding objects are :- SW corner of I.B. 28.10m & 40°, NE gate pillar of north entrance 24.40"
558,Type 'B',25.509,86.473,0,Bihar,KHAGARIA,KHAGARIA,Jharkhand & Bihar  Geo-spatial Directorate,"Type'B' in the compound of resdence of Deputy development commissioner Gausala road khagaria.interred 0.6 m below ground level in the N compound of Distrit     board inspection bungalow (now residence of deputy development commission) on Gaushala road, 6"
559,Type 'B',25.172333,83.587583,0,Bihar,BHABUA,MOHANIA,Jharkhand & Bihar  Geo-spatial Directorate,"Type 'B' Bench Mark at Mohaniya Distt. Kaimur Bihar embedded 0.6m below Ground Level situated in the Compound of Kasturba Gandhi Balika Madhya Vidhyalaya Mohaniya Kaimur Mohaniya, Devkali on the Road leading to Sadatpur from NH-2, Varanasi to Kolkata Hig"
560,Type 'P',26.65,84.908,0,Bihar,PURBI CHAMPARAN,MOTIHARI SADAR,Jharkhand & Bihar  Geo-spatial Directorate,"Type 'P' at Motihari consist of a stone monolith of 0.6m square at base, 0.91m high, the upper 0.12m dressed to the  form of a frustrum of a pyramid terminating to a square of 7.6cm side. The stone monolith rest on a bed of concreated. The stone monolith"
561,Type 'B',26.728,84.794,0,Bihar,PURBI CHAMPARAN,MOTIHARI SADAR,Jharkhand & Bihar  Geo-spatial Directorate,"Type'B' at Chhapra bahas, Aluminium plate was fixed on top of cemented concreate block of 0.9mx0.90mx0.90m and 1.0m below ground level in the compound of Govt Middle School Chhapra bhas 20m W of unmettalled road leading to Chhapra bhas and sugauli villag"
562,Type 'B',26.761,84.743,0,Bihar,PURBI CHAMPARAN,MOTIHARI SADAR,Jharkhand & Bihar  Geo-spatial Directorate,"Type 'B' at Sugauli, brass plate with  '+' mark fixed in cemented paltform dimension 0.90mx0.90mx0.90m and 0.90m below ground level near NW corner of Block Development Office. The distance and bearing to the surrounding objecst are:"
563,Type 'B',26.993,84.41,0,Bihar,PASHCHIM CHAMPARAN,NARKA TIAGANJ,Jharkhand & Bihar  Geo-spatial Directorate,Type  'B' at  B.D.O. Office Lauriya. Aluminium plate fixed in the top of solid concreate block 0.9x0.9x0.9m & 0.6m below ground level in the SE corner of compound of Block Development office Lauriya about 150m E of junction of Bagaha Betiah road with roa
564,Type 'B',25.384,87.089,0,Bihar,BHAGALPUR,NAUGACHHIA,Jharkhand & Bihar  Geo-spatial Directorate,"Type'B' at Naugacchiya. Interred 0.40 m below ground level in SW corner of R.C.D. (PW D) I.B. at Naugachhiya. The distances and bearings to the surrounding objects are: center of SE pillar of porch 49.70 m and 48°, SE corner of Inspection bungalow  buil"
565,Type 'B',25.406,86.949,0,Bihar,BHAGALPUR,NAUGACHHIA,Jharkhand & Bihar  Geo-spatial Directorate,"Type'B' at Jhandapur. Interred  0.70m below ground level in N compound of Kanti   Naresh Kanya Madhya Vdyalaya,Chakpyare, Jhandapur ( Bihpur). The distance and bearings to the surrounding objects are:- NE corner of N block of above school buiIding 9.8 m"
566,Type 'B',26.266,85.162,0,Bihar,MUZAFFARPUR,PASHCHIMI MUZAFFARPUR,Jharkhand & Bihar  Geo-spatial Directorate,"Type'B' at Motipur consisting of an aluminium plate fixed in the cemented block of 0.90mx0.90mx0.90m and 1.0m below ground level in SE corner of  compound of Irrigation IB (Inspection Banglow), Motipur.  The distance and bearing to the surrounding objecs"
567,Type 'B',25.963,85.563,0,Bihar,MUZAFFARPUR,PURBI MUZAFFARPUR,Jharkhand & Bihar  Geo-spatial Directorate,"Type 'B' at Dholi, interred 0.70m below ground level in SE compound of PWD (IB). The distance and bearing to the surrounding objects are:1. SE corner of main building IB 21.9m.   2. SE corner of attached latum 21.4m.                       3. SE corner of"
568,Type 'B',26.234,85.27,0,Bihar,MUZAFFARPUR,PURBI MUZAFFARPUR,Jharkhand & Bihar  Geo-spatial Directorate,Type'B' at Pakhnaha consist of aluminium plate fixed in cemented block of 0.90mx0.90mx0.90m & 0.45m below ground level in NE compound of Primary School Pakhnaha. The distance and bearing to the surrounding objects are: 1.  km. Stone No. 505 on NH-28  and
569,Type 'B',26.848056,85.016472,0,Bihar,PURBI CHAMPARAN,RAXAUL,Jharkhand & Bihar  Geo-spatial Directorate,"Type 'B' Bench Mark embedded in the Compound of IB (Irrigation Department) Chauradano, Motihari, Bihar.                                                           The Distance and bearing to the Surrounding Objects are: West Pillar of North Side Gate 2.10"
570,Type 'B',25.859,85.669,0,Bihar,SAMASTIPUR,SAMASTIPUR,Jharkhand & Bihar  Geo-spatial Directorate,Type'B' at Pakhnaha consist of aluminium plate fixed in cemented block of 0.90mx0.90mx0.90m & 0.45m below ground level in NE compound of Primary School Pakhnaha. The distance and bearing to the surrounding objects are: 1.  km. Stone No. 505 on NH-28  and
571,Type 'B',24.952444,83.965861,0,Bihar,ROHTAS,SASARAM,Jharkhand & Bihar  Geo-spatial Directorate,"Type 'B' Bench Mark at Sasaram, Marsorai, Siusagar Bihar embeded  0.6m below Grond Level situated in the Compound of Middle School, Marsarai, Siusagar, Sasaram Bihar. The Distance and bearing to the Surrounding Objects are:  'SE' Corner of Chattri is 2.1"
572,Type 'B',24.532778,84.9025,0,Bihar,GAYA,SHERGHATI,Jharkhand & Bihar  Geo-spatial Directorate,"Type ""B"" Bench Mark embedded in the Compound of Dobhi High Schoo, Dobhi Gaya, Bihar. It is about 0.60m below Ground Level infront of School Kitchen.      The Distance and bearing to the Surrounding Objects are:                               SE Corner of"
573,Type 'B',29.196,73.206,0,Rajasthan,GANGANAGAR,AN@PGARH,Rajasthan Geo-spatial Directorate,"Type 'B' at Anupgarh, Distt. Ganganagar bench mark is situated in the compound of Doordarshan Anupgarh Kendra Relay Centre,Anupgarg, near Anupgarh Railway Station ,interred 1.28m below ground level. The distance & bearing  to the surrounding objects are:"
574,Type 'B',30.436,77.625,0,Himachal Pradesh,SIRMAUR,PAONTA SAHIB,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate",Type'B' benchmark at Paonta interred 0.6m below ground level in the NE corner of  the compound of Rest House. The bench mark is situated in back side of the Chawkidars Quarter & Garage.                                         The distances & bearing to t
575,Type 'B',30.498,77.452,0,Himachal Pradesh,SIRMAUR,PAONTA SAHIB,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate","Type 'B' benchmark at Kolar, interred 0.6m below ground level in the compound of Govt. Prathmick Pathshala at Kolar (Sukhchainpur Village) District Sirmour, (H.P.) on Nahan - Paonta Sahib Road (NH-72).              The distance and bearing to the surroun"
576,Type 'B',31.439722,77.626944,0,Himachal Pradesh,SHIMLA,RAMPUR,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate","Type 'B' at PWD  R.H. Rampur at embedded 0.60m below Ground Level at S Corner of E Compound of R.H.(PWD), about 1Km SW from Rampur Town, about 100m NW of Shimla-Rampur Road (NH-5). The Distance and bearings to the Surrounding Objects are:           S Cor"
577,Type 'B',31.11975,77.358472,0,Himachal Pradesh,SHIMLA,THEOG,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate","Type 'B' at Thiyog interred 0.60m below AD-1980 Ground Level in N Compound of PWD Rest House Thiyog. The Distance and bearing to the Surrounding Objects are: NE Corner of Sitting Room or N Block of Rest House 7.80m & 138°,                        W Corne"
578,Type 'C',31.705,76.938,0,Himachal Pradesh,MANDI,BALI CHAUKI,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate","Type 'C' at Mandi on an outcrop of rock at the roof of a rocky cliff on S edge, 3.9 m S of PWD Rest House Road centre and about 2 m above level of Approach Road to P.W.D. Inspection Bungalow and Dak Bungalow at Mandi. The bench mark is 20.2 m E of N pill"
579,Type 'B',31.411389,76.864167,0,Himachal Pradesh,MANDI,SARKAGHAT,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate","Type 'B' Junni Slapper intered 0.6m below ground level in the SW corner of BBMB Model Room compound H.P.
 The distance and bering of surrouning obejcts are :- SW corner of BBMB Model Room17m and 250° SW, NW corner of BBMB model Room kitchen 18.2m & 224°"
580,Type 'B',31.54,76.895,0,Himachal Pradesh,MANDI,SARKAGHAT,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate","Type 'B' at Balancing Reservior intered 0.6m below ground Level in the NE corner of BBMB Compound Lawn (HP). 
The Distance and bearing of surrounding object are :- SE corner of ENMJain Sub Division Office building BBMB 14.2m and 50° Ne, NE corner of same"
581,Type 'B',31.528,76.89,0,Himachal Pradesh,MANDI,SARKAGHAT,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate","Type 'B' at Sundernagar, interred 0.60 m below ground level near S end of front of W compound of P.W.D. Rest House at Sundernagar, it is about 4.6 m E of W fencing of R.H. compound. The distances and bearing to the surrounding objects are: SW corner of R"
582,Type 'B',31.991,76.792,0,Himachal Pradesh,MANDI,THUNAG,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate","Type 'B' at Jogindernagar, interred 0.60 m below ground level. It is situated in NE corner of compound of P.W.D, rest house, Jogindernagar. The distances and bearings to the surrounding objects are: SE corner of P.W.D, Rest House 23.10 m and 226°, NE co"
583,Type 'B',31.991,76.819,0,Himachal Pradesh,MANDI,THUNAG,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate",Type 'B' at Awair Muhal ( Harabagh ) interred 0.7 m below ground level on W side of bend of the road at N end of village. It is interred in front of Sh. Sundarlal Keryana shop. The distances and bearings to the surrounding objects are: NE corner of Sh. S
584,Type 'B',32.052,76.643,0,Himachal Pradesh,KANGRA,BAIJNATH,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate",Type 'B' at Baijnath interred 0.70 m below ground level in the SE compound of Civil Rest House and P.W.D. Dakbungalow Baijnath. It is situated S or front of Dakbungalow along the campus road side. The distances and bearings to the surrounding objects are
585,Type 'B',32.112,76.398,0,Himachal Pradesh,KANGRA,KANGRA,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate","Type'B'  at Nagrota bagwan, interred 0.5 m below ground level in the compound of Government Experimental Bee-Farm Nagrota Bagwan and about 20 m NNW of Pathankot - Kullu Road. The distances & bearing to the surrounding objects are : NE corner of the main"
586,Type 'B',32.303,75.896,0,Himachal Pradesh,KANGRA,NURPUR,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate","Type 'B' At Nurpur Dak Bungalow on top of the hill embedded in 0.9m cube of masanory about 0.55 m below ground level in open ground, about 48 m S of Dak Bungalow main building. The distance & bearing to the surrounding objects are: SE corner of the main"
587,Type 'B',32.082,76.463,0,Himachal Pradesh,KANGRA,PALAMPUR,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate","Type 'B' at Paror, entered 0.6m below ground level, N of a Tea Shop and 18.3m W of road centre on Pathankot-Kullu Road. It is situated behind the sweet shop & in a reuined Govt. quarter. The distance & bearing to the surrounding objects are: Mile stone P"
